area,bedrooms,bathrooms,latitude,longitude,location,price
4878,3,4,19.145230042366613,73.01144376228217,suburban,21624948
8315,4,2,19.00236898334262,72.75905357056136,suburban,47739294
3951,3,1,19.271775375771433,73.09895135038585,rural,12957481
8116,1,1,19.143309480395953,72.82154294763528,suburban,39124498
3300,5,2,19.088526289727728,72.91931195834337,urban,19306638
8833,5,1,18.97178151893764,72.95376113708082,suburban,44916451
5910,3,2,19.114495305275085,72.87558580785281,urban,49342539
1955,4,3,19.09973219894423,72.82916493485956,urban,22883310
7392,1,2,19.07481389226644,72.86027226231666,urban,44443971
6308,2,4,19.022966872738618,72.75013271929276,suburban,27256754
7296,5,2,19.159318024299115,73.00827984839074,suburban,37469976
5296,3,3,19.12634979563683,73.02214476320384,suburban,32446138
5593,4,2,18.942942447793666,73.00934153840814,suburban,21053615
1825,4,2,19.07340026812148,72.83171989784985,urban,9264694
5476,1,3,18.990544832711155,72.75460211566305,suburban,23775067
9905,5,1,19.137712793074233,72.7769876449065,suburban,43149438
1659,1,1,19.193582893132117,73.00361377468026,suburban,1000000
5150,2,4,18.941458779170514,72.9499906464282,suburban,35736880
5487,2,4,19.06200953574213,72.92391123570017,urban,40318435
5197,2,2,18.98197204765852,73.02367139331336,suburban,21494965
840,4,1,18.95415361379313,72.97685637119218,suburban,1000000
4328,5,1,18.97334518124816,72.79833669370731,suburban,21963700
2468,1,2,19.205433065526538,73.0078395854325,suburban,7760576
1203,1,3,19.236663342236632,72.62523840231107,rural,4753886
5982,2,1,19.113043031245084,72.90573384384498,urban,39329370
6876,5,4,19.140532814198977,72.76752842694616,suburban,35409524
2300,5,2,19.182813757982437,72.97910421761553,suburban,11718153
5963,3,3,19.04959068444212,72.90450081386426,urban,48220185
5412,5,4,19.027868978556356,72.90559100627055,urban,41514578
5148,5,1,19.178679873653916,73.02132226523848,suburban,28643895
1355,1,3,19.092348456510898,72.86892571944202,urban,11649337
3366,5,4,19.07350859085607,72.84812154276516,urban,31627521
682,5,2,18.91111485140128,73.11451450899533,rural,4100575
3612,1,3,18.99982334822708,72.96966528102453,suburban,16131137
6170,5,3,19.116789781997007,72.8415631227662,urban,56207910
4992,1,2,19.002311683127033,73.01955304517858,suburban,20793845
6323,3,1,19.191611563405985,72.9916525883218,suburban,38453873
2017,4,1,19.296224701851067,73.15593769272209,rural,9228897
5502,1,3,19.14915674782789,72.978935041144,suburban,29867556
1856,1,3,18.839844125368224,73.16582587791407,rural,2049897
4129,5,3,19.0490018339715,72.85791446128489,urban,29789183
4128,1,4,19.009793131870296,73.0204790371464,suburban,20924550
8710,2,3,19.07097051448837,72.90796407807775,urban,67127623
6632,2,1,19.07729734728103,72.83967554822216,urban,49633065
9824,3,2,19.16978487094427,72.76464759567214,suburban,51842903
7088,1,2,19.09053518527829,72.83961807192324,urban,57759673
3811,5,2,19.156434452516184,73.00105646449633,suburban,15902106
6548,5,3,18.91892203774066,73.0340343662105,rural,16809721
6746,4,3,19.08080461541633,72.84323390505178,urban,46093160
1487,3,2,19.080829158169696,72.92514873435009,urban,14033077
3821,5,4,18.962909977960337,72.78278588439504,suburban,28364266
5115,4,4,19.257923372847824,73.08984896462404,rural,8364778
8865,5,4,19.176453989205076,72.7356027530789,suburban,41695070
4241,4,4,19.02034962792704,72.73606227954863,suburban,15248490
3552,2,1,19.06390279739767,72.88078916245182,urban,24684931
7074,2,2,19.12358804705482,72.88122684416287,urban,43271170
1226,5,1,19.170774330654847,72.76933615204824,suburban,12837992
4260,3,3,19.107794459875645,72.8445968136312,urban,36955086
6306,1,4,19.346489002235632,73.15386485897059,rural,17272134
2375,3,4,19.191723345916728,72.97178770008479,suburban,17179252
7493,3,2,18.952242502784774,72.81541797519257,suburban,42210427
4533,1,4,19.00659181210337,72.74357881630941,suburban,22128110
5943,2,2,19.171077853957517,73.01030557504885,suburban,22739036
1489,2,3,18.93464069184547,72.9353806996098,suburban,3729464
4244,1,4,19.33201218553644,73.05882397802073,rural,10456892
9111,4,4,18.863153562302028,72.60855115725941,rural,22815320
1093,3,1,19.29993050492717,73.09233314278282,rural,10519976
2274,5,2,18.787539269658087,72.6800298319015,rural,7010564
1435,2,2,19.01112202644777,72.7842756607901,suburban,7953812
4308,5,4,19.225546523851058,72.79152481432666,suburban,27849521
831,1,1,19.05744515267304,72.8604241768387,urban,8063549
8422,5,4,19.090450879428232,72.87731567244946,urban,64995407
3202,5,2,19.102845972826564,72.89783032844976,urban,34148754
6389,3,2,19.051130872392527,72.90612556898859,urban,51611644
5554,1,4,18.94125381330852,72.98753901897541,suburban,24862056
4368,5,3,19.104294812273455,72.88723959068733,urban,36452970
4700,2,4,18.790075100403,73.11775377203608,rural,9516921
701,1,1,18.872561248938336,73.16012949958917,rural,1000000
2997,2,2,19.073350271421745,72.88144133318751,urban,27780650
2342,4,2,19.081474910676977,72.89288898304852,urban,17297076
9601,5,4,19.301869343638074,72.68917727785401,rural,25324475
5158,1,3,18.827371200824672,73.15642817205655,rural,13743583
8044,2,2,19.321558534235425,72.62057393823855,rural,27220432
8218,5,4,19.347836617731037,73.02807631622635,rural,14346605
1270,3,3,18.83396472944718,72.64762353604421,rural,1000000
3655,2,4,19.142722685702328,72.75922185181976,suburban,7542884
2128,2,4,19.07120537425759,72.86101093639964,urban,1000000
886,4,4,18.978606379650053,72.98985692265119,suburban,5983517
6531,3,2,19.074343505764023,72.86002238276036,urban,44115005
6939,4,3,19.29919128183881,73.13102054961058,rural,23868822
6901,3,1,19.16742820747234,72.77141601829913,suburban,28799754
4508,2,1,19.146908465954446,72.81366077161368,suburban,25721436
2966,4,2,19.030834290643806,72.88604825267096,urban,25632214
2782,5,2,19.143590936599754,72.789960520767,suburban,11026987
2356,3,4,19.189038996634174,72.74266543385332,suburban,9800225
8480,2,4,18.844624260698993,73.12806256089831,rural,24698988
2498,1,3,19.03828446609621,72.83719272359711,urban,21933382
5976,3,4,18.911270425137683,73.06677255727949,rural,24537450
9928,3,3,19.243202236798513,73.16796743617842,rural,29606585
5169,5,4,18.9288355646167,72.82344999549116,suburban,27348091
9842,3,4,18.945626592455852,73.01791058646025,suburban,49712320
4818,3,1,18.947211092922434,72.93282868793428,suburban,23112452
7564,5,2,19.03785322409496,72.91917888632983,urban,56725789
7946,5,3,19.032116934938845,72.83771495266991,urban,57434198
1931,4,1,19.36556156039443,73.04380888727485,rural,6584759
6124,2,4,18.947072921193772,72.82367180114679,suburban,26813681
7961,2,1,19.07943883835136,72.92741754037668,urban,61269662
2319,4,3,19.2138830160099,72.79669745666287,suburban,12421666
1630,2,2,19.16479059962381,73.0011178815905,suburban,11239120
7063,3,1,19.040779706137528,72.90241074085836,urban,55425415
3158,4,3,18.98019843817549,72.93537787236865,suburban,13393347
4000,4,4,19.084531126395024,72.87663693252688,urban,27167174
9066,2,1,19.093334316714728,72.87823676828204,urban,74213128
2620,1,2,18.96115798520115,72.74095114546347,suburban,10108311
4520,2,3,18.960039950214572,72.98908560694207,suburban,29578868
3759,1,2,19.04319724109755,72.86126776435589,urban,15618053
2323,4,4,19.195310896735812,72.78515238932982,suburban,13810722
1974,1,2,19.101926928413057,72.82825688606238,urban,19424731
2742,3,4,19.093899448024533,72.876622651049,urban,23121829
3743,5,4,19.063676258124637,72.86175366115737,urban,32230745
7490,1,1,19.043287549531517,72.86112520827487,urban,59369092
5660,5,4,19.065141847211038,72.87144489194249,urban,49759566
3634,3,2,18.82515490419837,72.65966434708655,rural,12495897
2570,5,1,18.962026200262162,72.8087402920506,suburban,20361614
859,3,4,19.03392491864414,72.92227217549234,urban,5765832
1641,5,3,19.114655048122927,72.8361796225451,urban,23194175
2135,5,3,19.083407601584746,72.92374018188609,urban,13478095
4500,2,4,19.200714278994617,72.97688121939707,suburban,27496693
3861,1,1,19.05390370750813,72.90132379546714,urban,31306418
7083,5,1,19.104057527324386,72.88056933243514,urban,66745871
8335,4,1,19.01390512984833,72.73431316263735,suburban,43805470
506,2,2,19.140053877902744,72.93337275836289,suburban,6516353
3767,1,3,19.054414261772955,72.85602497094146,urban,20782134
7064,2,4,19.134722159275043,73.02303858352714,suburban,39824304
5428,1,4,19.03738345918759,72.91535987676508,urban,42879673
3106,3,3,19.094295605596315,72.86024411318286,urban,28824222
6406,5,2,19.213125055441513,72.9875022187782,suburban,28408775
3773,4,1,19.172926792448727,72.77763489598382,suburban,17177840
8111,2,3,19.164769269194473,72.77092479308718,suburban,41673717
1413,2,4,19.086011775996813,72.84243781917804,urban,11675065
2511,2,2,19.12669961854765,73.01279878555087,suburban,13875525
1942,2,4,19.057496593963982,72.90777311229424,urban,16838788
6046,5,1,19.220536429908982,72.75289549116481,suburban,28539037
2329,1,3,19.165137829359104,73.00363985524348,suburban,10006876
9267,5,1,19.125860006394966,72.87885609071382,urban,67969423
6968,3,2,19.208252481834194,72.82303683572226,suburban,49094851
1429,5,3,18.98884865966525,73.02525238452819,suburban,10229919
4199,5,1,19.05680207377626,72.9207412259613,urban,42501952
1554,3,1,18.8799982647434,72.69393998512781,rural,1000000
6244,5,1,19.33780083394998,73.09852668239714,rural,17564779
2400,1,2,19.046270707954186,72.91904158339797,urban,16160201
7480,4,1,18.812673788521206,73.08293125112812,rural,23281112
7569,3,4,19.012679782358624,72.94079824931933,suburban,40271802
3915,2,3,19.01652194921546,72.82729203931507,suburban,14711187
942,1,3,19.24157764616482,72.59824452601336,rural,3056969
6718,4,1,18.977757363564358,72.785152846699,suburban,35778084
5152,1,2,19.0486194624845,72.85749658614203,urban,40672603
8439,1,4,19.2411465755726,73.0946675136667,rural,29651996
8333,2,4,19.11902237343916,72.90160731706268,urban,68544068
9870,4,3,19.09830637335532,72.85849989620941,urban,84456506
8097,1,3,19.114829329751004,72.922395569668,urban,62930097
4958,2,4,18.786160559518695,73.03352045397867,rural,17952936
7091,3,3,18.829516234141206,72.68344022596753,rural,19282977
9949,2,1,19.055118745881856,72.84936116581811,urban,76425530
2809,5,4,18.85337815243352,73.07617210696556,rural,11649550
6768,2,3,19.070007673131478,72.86871495546727,urban,49780734
1410,2,1,18.832120680483726,73.03986720068767,rural,2809906
4840,2,1,18.949160117819513,72.97510258347278,suburban,17393577
4509,1,4,19.083933911079576,72.8972236454245,urban,41076524
7128,4,1,19.11843449555031,72.89433453434248,urban,61519224
2669,2,4,19.069182600772557,72.83017711756332,urban,15270493
2672,2,1,19.09882993156318,72.9241866011601,urban,26510716
6168,5,4,18.978976487646403,72.79372313622117,suburban,37696804
6813,5,4,19.098843720568468,72.82776904744821,urban,55448022
8815,3,4,19.35908175840978,72.59474557104825,rural,26354334
8536,3,4,19.138237876617563,72.76051942053864,suburban,46515957
7289,5,1,19.176754715143268,72.93706299719811,suburban,31405591
1285,4,4,19.0578069325118,72.91079914147376,urban,23580155
6639,3,3,19.34599191893126,72.57792891867884,rural,7135342
6844,4,1,19.019819890722044,72.78339967348512,suburban,28011115
2916,5,4,19.252774957259867,72.63810497879577,rural,14377765
9488,3,1,19.232499121659455,72.66126428728727,rural,32081541
4654,2,1,19.052802423781998,72.91490431818755,urban,44187058
6119,5,1,19.042109864764644,72.85309018050063,urban,48695997
2436,3,1,19.24954916225491,72.71021800491943,rural,1981080
4307,4,4,18.884321125239502,72.61932139707983,rural,12830002
7651,4,1,18.96241265192661,73.02051761961722,suburban,42891209
9993,3,3,19.032898639242024,72.91222025352792,urban,73021144
3736,4,1,19.17118235152807,72.96271457268799,suburban,14270881
2852,3,1,19.121020787309924,72.83711354975881,urban,22642306
2432,3,3,19.102807703025025,72.8480508030758,urban,16329070
9056,4,4,19.1640136122827,72.74031769837367,suburban,45578548
5416,1,3,19.032745664795044,72.87850485501367,urban,38198772
5998,2,2,18.947035809835857,72.77481194122345,suburban,32652933
1446,5,3,18.85924383874137,73.16635180520595,rural,1579167
1939,2,4,19.335482975976287,72.60980952388259,rural,1297699
8230,5,3,19.313230483890496,73.0840872789778,rural,28171575
5357,5,1,18.895593566254398,73.14487407105871,rural,9995900
840,2,4,19.057241860722172,72.85618733382631,urban,3284804
882,3,2,18.918705445412815,72.6583762326141,rural,3540831
8991,4,4,18.922677105087665,72.71081728242802,rural,23131859
638,1,1,19.315037148600936,73.1349871421073,rural,5606630
858,1,2,18.94562312167026,72.97568710601104,suburban,1000000
5431,1,4,19.035215341720082,72.84820315833599,urban,40932136
3956,2,4,19.103335788161033,72.85009084411888,urban,26742016
2127,2,1,19.035252982752148,72.88742032822522,urban,24047700
9995,3,3,18.84380952257574,72.6365159106525,rural,23455631
7126,1,3,19.17601973458645,72.97707739205687,suburban,44908550
5504,3,2,18.84591774126804,73.12029503036209,rural,15484768
9826,1,1,18.93889067991978,72.82526319073409,suburban,47439191
7152,2,1,19.16438502951981,72.76730958044395,suburban,25114400
6916,4,3,19.097768791171767,72.82973314429735,urban,62273198
3670,4,3,19.066588943876916,72.91082635997425,urban,32320024
4335,4,2,19.00097992822206,72.82242491216198,suburban,17048105
8517,4,3,19.22365334605268,72.8212841438465,suburban,40998401
2651,5,2,19.085511656494667,72.85270677128781,urban,14243705
9929,1,4,18.984976876636278,72.74464928470006,suburban,45443466
7405,4,2,19.097929993698145,72.87814855132676,urban,57146282
3334,5,2,19.361743653862142,72.58175569995596,rural,16972365
9690,5,2,19.084464705911547,72.90228425407376,urban,87773587
3067,5,4,18.9941325858128,72.95037403505233,suburban,20206160
1807,3,3,19.069261539121957,72.82785908265159,urban,7365149
9348,3,2,19.20977182985251,72.76773358387089,suburban,58555182
3160,5,3,19.022986030682294,72.79855175689583,suburban,9085914
4230,4,2,18.93265088299644,72.95880034863022,suburban,26197558
6707,1,3,19.292276798488565,72.62954828762952,rural,18258296
3662,2,2,19.077597259627098,72.85707794465503,urban,34822755
1640,3,3,19.032111436235645,72.84163781861916,urban,10054559
8958,4,1,18.99693255055268,72.7300746216024,suburban,50489295
2208,4,4,18.943233665751546,72.8044493948904,suburban,19579733
4130,2,2,19.06997828384907,72.86639732448182,urban,34297418
3711,2,4,19.130488030508975,72.98115273742243,suburban,19251007
7038,4,2,19.106191868071797,72.89683071428448,urban,59929849
975,2,1,19.061273700664355,72.89241363822126,urban,15015115
8184,4,1,19.14930370065591,72.95422500649566,suburban,39731581
9668,2,4,18.806448260009702,73.05930370202692,rural,24380242
1707,2,2,19.14604671144215,72.79919625749376,suburban,5658888
2460,4,3,18.96149953289267,72.77502710555443,suburban,2124697
1057,5,2,19.25899151559995,73.0290722803589,rural,8362836
1382,4,3,19.037485395849508,72.8523305224424,urban,12471433
5261,1,4,18.99543138475388,73.00238020922909,suburban,24699597
6367,2,4,18.898360184521128,72.63801682840705,rural,15699758
7463,3,1,19.064889720279016,72.85229529140278,urban,59583520
7666,2,3,19.09389827729148,72.88878912001415,urban,55570379
8429,1,2,18.914313176229378,72.62769805396493,rural,27697323
5847,3,1,18.81299465645334,73.05630763128198,rural,14173924
7769,3,4,19.080331273909753,72.87587335278923,urban,54782188
8625,4,1,19.06463653710565,72.90230333144298,urban,69641174
2954,5,2,19.08247515636283,72.89872718538942,urban,20489399
4994,4,2,19.041325496231913,72.90059882951456,urban,39086059
2446,3,4,18.97984718918997,72.93107679356847,suburban,18106190
3308,3,1,19.12857563917406,72.9733874521991,suburban,17390742
7142,5,3,18.777882566013012,73.15797561754353,rural,20975595
4325,2,3,19.076111654903126,72.90840874993508,urban,31537655
4036,5,3,18.88596955288059,72.64360257982302,rural,13034135
6568,4,2,19.043134191152273,72.83496134313684,urban,48001385
4302,2,1,19.081821838297163,72.83746391348802,urban,35694496
5199,4,3,18.954199690331404,72.7355531521274,suburban,25043910
2470,5,1,19.073093857851024,72.90157745930598,urban,20042401
6306,2,4,19.054683966103305,72.9197764519633,urban,43588993
6642,5,3,19.35926983383049,72.71213684664055,rural,22331316
3319,1,1,19.12364584829794,72.92334750247711,urban,22215057
9594,3,2,18.983771439553404,72.9327563324106,suburban,43328930
864,2,4,19.055341010738868,72.92137229869006,urban,5204523
4758,3,4,19.105466192505432,72.89265937841334,urban,41726665
3619,1,4,19.154450384751353,72.99782685794418,suburban,20860152
2363,2,4,18.920355352377218,73.10396518814305,rural,1000000
615,3,2,18.949699402697377,72.74113261176456,suburban,1000000
7584,3,2,19.170947301020366,72.78065995803556,suburban,45655217
8516,2,3,18.814491961456223,72.64938482221906,rural,29954655
2884,3,2,19.19103107718956,72.8065103441106,suburban,8700331
4435,3,2,19.06323843379163,72.8623926540257,urban,39455551
8242,2,4,18.98528681751375,72.94605910703045,suburban,34682998
5942,3,2,19.011429022713127,72.76243512257757,suburban,26105177
2990,3,4,18.985303896168098,72.9586183399095,suburban,10680258
7480,4,1,19.175807734477313,72.98773750015243,suburban,41804677
9634,4,1,19.08907136701211,72.91215476825538,urban,74253138
8161,1,1,19.214671715561465,72.75397496994393,suburban,42181369
2224,4,1,18.929870760849006,73.02243980863472,suburban,1463085
8682,4,1,18.974256092859807,72.9527618358336,suburban,48763912
3267,1,1,19.357679026807443,72.62792185986652,rural,14915669
1637,3,1,18.897049294314414,73.08136947843413,rural,5102829
4617,3,4,19.127689873885124,72.99182642771889,suburban,34064704
3920,4,4,19.15947044862708,72.93531677692009,suburban,25739521
6345,1,4,19.140183682948503,72.96478011059698,suburban,40977819
5278,3,4,18.944301401234856,72.74146180815116,suburban,25645682
4406,5,2,19.29738075446838,72.6004524084473,rural,14173199
4137,2,2,18.968134927158477,72.78430266320062,suburban,17266430
3453,2,3,19.074054085728985,72.86418474936961,urban,20103037
6429,2,2,19.160354644996925,73.02706643420079,suburban,27765101
776,4,4,19.000361625246732,72.96309240898427,suburban,6962720
2499,2,4,19.217099048662316,73.00648642501979,suburban,6085969
1727,2,1,18.940099138931615,72.73564716035531,suburban,8437007
6837,5,1,19.071836603103744,72.86621976665765,urban,42978482
4235,3,3,19.06418769946135,72.89292836517022,urban,32016673
1195,5,2,19.066180306031775,72.88933303059173,urban,13012111
4652,4,4,18.98777206362722,72.79658718172756,suburban,21337622
8401,2,2,19.106375705601376,72.8878051036229,urban,62521078
7970,3,3,19.372099659952493,72.60280156604304,rural,21870550
8037,2,1,19.050237633509408,72.89509091114552,urban,59221611
3341,2,4,18.81700309590321,73.0973263969688,rural,9855322
4708,4,1,19.081723831786327,72.85308292523595,urban,28805658
9233,2,4,19.119999831763046,72.89058842480338,urban,64657289
1588,1,1,18.99680690383308,72.80612693116655,suburban,2443473
3863,3,1,19.096779328024176,72.88741322315086,urban,29382945
524,3,3,19.318145153776882,73.11828035042384,rural,9296325
6644,1,2,19.11974144100075,72.8756278464263,urban,53187775
6168,4,1,19.023967209985443,72.96253613423883,suburban,23465434
4736,2,4,19.280507568657182,73.11893937275536,rural,13889319
8568,2,2,19.11302005312279,72.88873091184682,urban,62517329
2735,3,2,19.0555371876259,72.85882051739243,urban,19860061
7795,4,1,19.072566817651616,72.85250918060018,urban,56767458
8892,4,1,19.025565807223906,72.82504425518208,suburban,44529979
8948,4,1,19.038422167660862,72.82993636746471,urban,59764040
4247,2,2,19.211926927003486,72.95511373136429,suburban,20460353
3675,4,3,18.899088637371257,72.72069125416344,rural,12837151
5397,1,1,18.907256471802985,73.03155753536055,rural,10596771
5537,5,2,19.027346757242146,72.87132859448104,urban,41288714
7927,4,2,19.05488360484778,72.85964179849378,urban,55600831
9105,5,4,19.026389904311404,72.92413460803829,urban,68878299
2514,2,1,18.974303689751647,72.77044878669584,suburban,12738298
1881,4,3,19.10575217910498,72.88849091163092,urban,15443979
1598,3,4,19.340329715823998,72.66038970584557,rural,6942273
3926,2,1,19.20831339074822,73.01423105241734,suburban,23700099
4155,1,4,19.08026601869601,72.89606424304861,urban,29322214
8438,1,1,19.017640126336804,72.73474031832573,suburban,40183174
9601,5,4,19.090545741731674,72.84552427480904,urban,69434152
687,5,3,19.052443468995545,72.83980012166812,urban,5392726
5909,3,4,19.05239987218539,72.87693967652919,urban,46639484
2592,3,4,19.10936295994573,72.88107234150205,urban,25173108
2630,1,4,19.15044635982311,72.93216210748908,suburban,13033916
5742,4,1,18.983984010263335,72.72926461331829,suburban,30703651
9049,1,1,19.106836281927336,72.82892350228805,urban,61302730
6147,1,3,19.342669299935608,72.69850800339869,rural,17546748
5685,3,4,19.170742157231572,72.98486038505777,suburban,24948483
6276,5,2,19.071689168141116,72.83139446859516,urban,57352230
8413,3,4,19.030099934815965,72.8934738130774,urban,73985983
8047,3,2,18.930830162652782,72.74996070812952,suburban,47913624
8323,3,2,19.234380611013858,72.72094697758143,rural,20036156
7855,1,4,18.9284189496066,72.96756610664411,suburban,42129077
6965,4,2,18.82022863415771,73.11851429888242,rural,7323495
1997,1,2,19.0029588429381,72.78221103375309,suburban,15033826
3055,2,4,19.181176130764225,72.8030554860374,suburban,15606544
5909,3,1,19.20128810010423,72.92897888942521,suburban,20778434
3451,3,4,19.12784179881152,72.76460109531193,suburban,21316834
1738,2,3,19.08384111510548,72.87513430508668,urban,12821998
9665,3,2,19.353864549903292,73.12659993054358,rural,25413467
5227,3,3,19.03755218059792,72.83268986374574,urban,43345133
4465,3,2,19.02314714910702,72.94242059854736,suburban,28378577
6186,2,1,19.175402175574117,72.7524747743838,suburban,31865691
9742,1,2,18.989303695802953,73.01654975485496,suburban,36478715
4201,3,4,19.118172915498917,72.90953050442008,urban,34602596
3280,4,2,18.95717641214021,73.01906778940275,suburban,11760342
7898,2,3,19.22139362487255,72.9301788332037,suburban,41934603
2088,5,4,19.18157405361394,72.81652022481796,suburban,14126421
2868,2,3,19.211215928391493,72.97831169548465,suburban,12620814
6289,1,1,19.014246889049502,72.96895034639002,suburban,30295660
936,2,3,19.077613543606493,72.89104378188698,urban,1000000
3328,5,3,19.325244420407248,72.72750561801324,rural,17907821
2056,4,3,19.231259575048394,72.59801012804026,rural,6829177
8070,5,4,19.062706344187635,72.87273712489467,urban,64575036
7980,2,1,19.110930439725358,72.82911662609622,urban,61577036
9996,5,1,19.037861827437986,72.8962163122141,urban,67824752
682,2,1,19.22238925227076,72.99197864212971,suburban,7237296
7690,4,3,18.84802033568201,73.17394707133722,rural,19479605
7187,4,4,18.98864923702718,72.78935744451613,suburban,37631214
6065,1,4,19.333837479009755,72.6246240716567,rural,12430608
7741,4,4,19.081948463776357,72.86337451985223,urban,54126037
8151,3,3,19.150020152585395,72.7381447713986,suburban,38101867
6075,5,1,19.05427871624714,72.92087203966084,urban,46366366
2089,5,3,19.045734639645612,72.90225047847166,urban,17851488
9351,2,4,19.191274714446426,73.01974844283723,suburban,43743484
659,4,3,19.096529521793965,72.8591571660697,urban,6267902
7055,1,2,18.976443098872945,72.73325042386529,suburban,32435866
9703,1,1,18.946566817617995,72.80251896495461,suburban,40391522
8744,1,1,18.891166307836652,73.03666264872453,rural,23858192
7346,3,4,19.112986914322516,72.87980559686322,urban,56386376
2807,4,3,19.19751031785571,72.77204046370765,suburban,11071096
1728,1,4,18.799285221266448,73.06261856422299,rural,7333673
7726,3,3,19.321227160128437,73.17446612459125,rural,20910317
6090,5,2,19.215763501074417,72.7430887949013,suburban,32884702
7419,2,1,18.936634463993812,72.78995782721748,suburban,31874022
6085,4,1,19.204096564324267,72.8142456334365,suburban,27362049
9727,4,3,18.965142754912666,72.7856934401133,suburban,47958133
6546,5,1,18.930149393038086,72.77744186911862,suburban,27149842
5445,4,3,19.198462709182376,72.97342649252342,suburban,18617275
8427,4,4,19.200696916862295,72.75392141106471,suburban,49562864
7516,4,2,18.9427083480219,72.98906491964202,suburban,34964894
8258,4,3,19.09120391441687,72.85106095262906,urban,63122025
5586,3,2,18.999476704592,72.74289906931969,suburban,29348196
9956,3,4,19.05168826583582,72.92050510370852,urban,75051452
7661,2,4,19.049879884650235,72.83942673655426,urban,52781900
2384,4,4,19.031822387807125,72.85191132408326,urban,25021638
2309,5,3,19.064524654067725,72.92045483801094,urban,17244134
3667,1,2,19.262323699955903,73.08251980174263,rural,11979676
6852,2,2,19.15620740879873,72.75926318483205,suburban,41200552
9509,1,1,19.04564449526592,72.90110589009691,urban,65068709
6556,1,3,19.128703883335668,72.9569334825073,suburban,36953769
2937,4,1,19.071821825498763,72.89568692319762,urban,24532635
6968,5,1,18.980059500581397,72.98713241122863,suburban,31523671
9580,1,3,18.9886728350104,72.73430287342454,suburban,49440050
6451,1,1,18.83872236738583,73.03845363204432,rural,17706375
5776,2,1,19.0444419326794,72.87602145218729,urban,41145287
9359,5,1,19.007151684550145,72.9980855245649,suburban,57625535
8318,5,4,18.78300438854061,72.69839361658501,rural,26730746
5228,1,3,19.363544352609424,73.06488294709762,rural,7884876
3124,5,4,19.064867466566028,72.92375308172527,urban,27903075
6238,2,1,18.928863614186547,72.80889200949308,suburban,29853922
4732,2,1,19.045342101283357,72.85034406203312,urban,30611551
6293,2,4,19.01758734959766,72.8120463053502,suburban,31219473
5023,4,1,19.07092527300518,72.90679442371689,urban,41514054
6071,1,3,19.275799522223995,72.58240631490484,rural,11108999
9510,5,2,19.032293595440244,72.89783748988182,urban,66755294
9798,2,4,18.937246111502713,72.74814998083659,suburban,42014631
2724,1,2,19.152964136130503,72.92904515293047,suburban,6972650
8889,1,2,19.29734542959639,73.07933688492054,rural,27243765
6591,4,2,18.95311853026187,72.75761117637718,suburban,35679797
9162,5,4,19.08453036886146,72.8425774478584,urban,67047382
6861,5,1,19.038160184388836,72.90628558362592,urban,52603942
2448,2,3,19.095374590209556,72.90449289006317,urban,13067205
7594,2,1,19.14124622742042,72.73623814106296,suburban,34372832
6818,1,3,18.93899630318023,72.7924620708694,suburban,30259620
4296,5,1,19.154676896056554,72.80955519857862,suburban,24634167
734,5,2,19.120974534803977,72.86048711615825,urban,13813287
9620,2,2,19.187209898568213,72.73852791242601,suburban,42249221
4107,3,3,19.162219914086975,72.72861608728242,suburban,16769644
8543,1,4,19.304488402234327,73.14720582481053,rural,24760949
1022,5,1,19.196204325214243,72.9543498896706,suburban,1000000
6404,4,2,19.05341944633683,72.92438164258398,urban,45337877
5388,4,3,19.11519352592397,72.84907544564638,urban,46807208
6332,3,1,19.037702677311845,72.86411526045146,urban,54900696
7622,2,3,18.966766351989993,73.01441446285811,suburban,33304953
6342,2,4,18.95088466318269,72.76779927872984,suburban,27712674
1816,2,4,19.033402837637333,72.88730268785292,urban,18333246
1624,4,1,19.079906410576694,72.91230881077341,urban,18823921
6121,2,4,19.05826058508551,72.83166908573499,urban,45688312
5923,4,1,19.289556240363655,72.58232265440934,rural,12790120
3087,3,1,19.029377217364228,72.91516789038982,urban,26769395
9715,1,4,19.07316894896213,72.8641768031818,urban,75612181
6172,5,3,19.06067395408028,72.8872144253039,urban,48827027
1878,3,3,19.179059941844077,72.76203727558318,suburban,18921437
3874,4,1,19.140394457484174,72.95342360087584,suburban,21615007
2019,3,2,18.826511222795656,72.66043990618779,rural,1000000
6277,5,1,19.026769103597733,72.85888874031886,urban,51152747
8435,1,3,19.131484695692667,72.97592841330875,suburban,38525843
6593,5,1,19.05453986613823,72.91247541615552,urban,50698615
8918,4,3,19.33168465941299,72.70891065059678,rural,29929004
5855,5,4,19.041167980730556,72.8931790920275,urban,50947522
5468,3,1,19.04027144847281,72.86695113660156,urban,27400460
9583,2,1,18.969340572976183,72.9327374171424,suburban,44873868
6074,3,4,19.058040882505225,72.87393200857719,urban,44945544
4572,4,4,19.111848729392143,72.8464273088354,urban,36398719
2757,1,2,19.160747095050255,72.97527762362802,suburban,8796308
9088,5,4,19.188574777872088,72.9533602434776,suburban,45753507
4924,1,2,19.17651540948512,72.93633048834612,suburban,23766777
3737,4,4,19.182924350379878,72.79384026457933,suburban,11549403
4393,5,3,19.005929845782564,72.96827095288823,suburban,22876026
2505,3,1,19.183749112093967,72.99893248939263,suburban,17282350
2516,3,4,18.961301738131624,72.99660092212548,suburban,6863149
9888,4,3,18.92745139423873,72.953800056908,suburban,50920875
